INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AREA_UNIQUE,AGE
2450,2010,197,4,2,6,Normal_sale,0,1965,House,NoSeWa,Gravel,RM,12506600,KK_Nagar,45
508,2011,115,1,1,2,Family,1,1993,House,NoSeWa,Gravel,I,5679000,Karapakkam,18
1485,2009,120,2,2,4,Abnormal,1,1977,House,ELO,No Access,RL,8020500,Karapakkam,32
804,2010,46,1,1,2,Normal_sale,0,1955,Commercial,NoSeWa,No Access,RM,8396250,Karapakkam,55
1729,2011,80,1,1,4,Adjland,0,1985,Others,NoSeWa,Gravel,RM,14158860,Anna_Nagar,26
1102,2009,89,1,1,3,Normal_sale,1,1985,Commercial,NoSeWa,Gravel,RM,14510950,Chrompet,24
1826,2005,67,3,2,5,Adjland,1,1980,Commercial,NoSeWa,Paved,RL,16595470,Velachery,25
1776,2004,196,2,1,4,Partial,0,1988,Others,AllPub,Paved,RM,10423510,Velachery,16
1091,2010,184,1,1,3,Abnormal,0,1970,Commercial,ELO,No Access,RM,12690600,Chrompet,40
795,2014,16,1,1,2,Family,1,1995,Commercial,NoSeWa,Gravel,RM,12313350,Chrompet,19
922,2009,80,1,1,3,Adjland,1,1974,Commercial,NoSeWa,Paved,RM,13289900,Chrompet,35
1699,2009,10,2,2,4,Normal_sale,1,1968,Commercial,ELO,No Access,C,11423750,Karapakkam,41
1026,2011,5,1,1,3,Adjland,0,2000,Others,ELO,Gravel,RM,10120070,Chrompet,11
1479,2008,199,2,1,4,Family,0,1981,House,AllPub,Gravel,RH,8495640,KK_Nagar,27
2380,2010,20,4,2,6,Normal_sale,0,1955,Others,NoSeWa,Gravel,RH,12341040,KK_Nagar,55
704,2015,52,1,1,2,Partial,0,1995,House,AllPub,Gravel,RH,6248450,Chrompet,20
1133,2009,64,1,1,3,Partial,1,2001,Others,AllPub,No Access,RH,9304960,Chrompet,8
1866,2012,86,3,2,5,Adjland,0,1976,House,AllPub,Gravel,RL,10822220,KK_Nagar,36
936,2011,106,1,1,3,Normal_sale,1,1969,Others,ELO,Paved,RH,9038260,Adayar,42
924,2015,183,1,1,3,Adjland,1,1998,Commercial,ELO,Gravel,RM,13485100,Chrompet,17
1945,2011,63,3,2,5,Family,1,1977,House,ELO,Gravel,RH,10961920,Velachery,34
1297,2014,170,2,1,4,Family,0,1980,House,NoSeWa,Gravel,RM,10088450,Chrompet,34
2179,2010,132,3,2,5,Abnormal,1,2003,Commercial,AllPub,Paved,RL,17858980,KK_Nagar,7
969,2011,176,1,1,3,Family,0,1973,Others,NoSeWa,Paved,RM,8646380,Chrompet,38
1506,2005,180,2,1,4,Adjland,0,1993,Others,NoSeWa,Gravel,C,8576110,Velachery,12
1095,2012,52,1,1,3,Partial,0,1967,House,AllPub,Gravel,RH,8367250,Chrompet,45
1329,2011,44,1,1,3,Abnormal,1,1985,Others,AllPub,Paved,RL,9840760,KK_Nagar,26
1130,2010,130,1,1,3,Partial,1,1998,Others,NoSeWa,Gravel,RH,8461500,Karapakkam,12
1299,2010,141,1,1,3,Normal_sale,0,2000,Commercial,AllPub,Paved,RL,10651250,Karapakkam,10
514,2011,79,1,1,2,Adjland,0,1995,House,AllPub,No Access,C,3093500,Karapakkam,16
1738,2011,178,2,1,4,Adjland,0,1980,House,AllPub,Gravel,RL,10646500,KK_Nagar,31
1782,2013,168,1,1,4,Family,0,1964,House,NoSeWa,Gravel,RH,12105050,T_Nagar,49
1267,2008,5,2,1,4,Partial,1,1978,House,NoSeWa,No Access,RL,9396600,Chrompet,30
1846,2014,62,2,1,5,Adjland,0,1981,Commercial,NoSeWa,Paved,RL,20244990,Anna_Nagar,33
1428,2009,17,2,1,4,Family,1,1969,Commercial,NoSeWa,Paved,RH,12964940,KK_Nagar,40
824,2009,46,1,1,3,Family,1,1979,Others,AllPub,Paved,I,7881135,Adayar,30
2189,2010,144,3,2,5,Adjland,1,1990,Others,AllPub,Gravel,RL,13791820,KK_Nagar,20
1128,2009,123,1,1,3,Partial,1,1995,House,AllPub,No Access,RM,9662810,Adayar,14
1984,2006,138,3,2,5,Abnormal,1,1975,Commercial,NoSeWa,Gravel,C,15679400,Velachery,31
680,2008,126,1,1,2,Adjland,1,1977,Commercial,ELO,Paved,A,8588630,Adayar,31
1538,2007,187,1,1,4,Family,1,1979,Commercial,AllPub,Gravel,RM,19964360,Anna_Nagar,28
1723,2014,19,1,1,4,Adjland,1,1972,House,NoSeWa,No Access,RL,12565070,T_Nagar,42
1161,2007,58,1,1,3,Family,1,1972,Others,ELO,Paved,RM,10586920,Chrompet,35
1749,2014,4,1,1,4,Family,0,1984,House,NoSeWa,Paved,RH,11351890,T_Nagar,30
2199,2008,200,3,2,5,Partial,1,2004,House,NoSeWa,Gravel,RM,12761560,KK_Nagar,4
1021,2014,159,1,1,3,Abnormal,1,1982,Others,NoSeWa,Paved,RH,9315520,Chrompet,32
910,2006,178,1,1,3,Normal_sale,1,1983,House,NoSeWa,Paved,RM,9186250,Chrompet,23
2450,2011,78,4,2,6,Normal_sale,0,1971,House,NoSeWa,Gravel,RH,11638240,KK_Nagar,40
1763,2010,155,2,1,4,Family,1,1984,Others,AllPub,Paved,RH,10388400,KK_Nagar,26
1170,2012,5,1,1,3,Abnormal,0,1977,Commercial,AllPub,Paved,RH,12448500,Chrompet,35
1294,2010,26,2,2,4,Partial,1,1996,House,NoSeWa,Gravel,RH,10383300,Adayar,14
1386,2011,101,2,1,4,Partial,1,1993,Commercial,NoSeWa,Paved,RM,13800700,KK_Nagar,18
1298,2014,75,2,1,4,Partial,1,1985,House,NoSeWa,No Access,RL,9719400,Chrompet,29
1615,2013,181,1,1,4,Abnormal,0,2000,House,ELO,No Access,RH,9845950,Anna_Nagar,13
1964,2011,35,3,2,5,Family,0,1999,House,NoSeWa,Paved,RL,10084580,KK_Nagar,12
1270,2011,70,2,2,4,Adjland,1,1973,Commercial,NoSeWa,Paved,C,14569565,Adayar,38
1045,2012,59,1,1,3,Normal_sale,0,1979,House,NoSeWa,No Access,A,3574750,Karapakkam,33
934,2008,29,1,1,3,Family,0,1998,Others,NoSeWa,No Access,RH,7151680,Chrompet,10
1617,2011,171,2,1,4,Family,0,2003,House,NoSeWa,No Access,RM,8528890,Velachery,8
1994,2009,87,3,2,5,Normal_sale,0,1984,House,NoSeWa,No Access,I,8376880,Velachery,25
1759,2004,8,2,1,4,Adjland,1,1998,House,NoSeWa,Gravel,RM,11978830,Velachery,6
1968,2009,126,3,2,5,Abnormal,1,1993,Others,NoSeWa,Gravel,RM,13053180,KK_Nagar,16
785,2011,103,1,1,2,Family,0,1979,Others,NoSeWa,No Access,I,4146875,Karapakkam,32
1047,2012,52,1,1,3,Abnormal,1,1989,House,AllPub,Gravel,I,6794000,Karapakkam,23
1960,2010,56,2,1,5,Partial,0,1979,Others,NoSeWa,Paved,RH,12976220,Anna_Nagar,31
2438,2011,153,4,2,6,Normal_sale,0,1984,House,NoSeWa,Paved,RL,11871500,KK_Nagar,27
1272,2012,192,2,1,4,Abnormal,0,1972,Others,ELO,Paved,RH,9065140,Chrompet,40
784,2006,17,1,1,2,Adjland,0,1995,House,NoSeWa,Gravel,RM,9044045,Adayar,11
2461,2011,184,4,2,6,Partial,0,1986,Others,NoSeWa,Gravel,RL,12712980,KK_Nagar,25
1673,2006,86,2,1,4,Adjland,0,1992,House,ELO,No Access,RL,8483250,Velachery,14
1171,2010,10,1,1,3,Adjland,0,1983,Commercial,AllPub,No Access,RM,14035050,Chrompet,27
1966,2005,60,3,2,5,Abnormal,0,1997,House,NoSeWa,Gravel,C,9343170,Velachery,8
1622,2009,37,1,1,4,Normal_sale,0,1970,House,NoSeWa,Gravel,RH,11308830,Anna_Nagar,39
1958,2007,82,2,1,5,Family,0,1993,Commercial,NoSeWa,No Access,RH,19801690,Anna_Nagar,14
1601,2008,108,1,1,4,Abnormal,0,2005,Others,NoSeWa,Gravel,RL,12646540,Anna_Nagar,3
1015,2013,105,1,1,3,Normal_sale,0,2001,Commercial,NoSeWa,Paved,RL,11677750,Chrompet,12
1924,2007,139,2,1,5,Family,0,1993,Others,AllPub,Paved,RL,13780460,T_Nagar,14
1848,2013,33,2,1,5,Adjland,0,1996,Others,ELO,Paved,RM,14772160,T_Nagar,17
1238,2012,34,2,1,4,Partial,1,1995,House,NoSeWa,Gravel,RH,10064150,Chrompet,17
1543,2012,97,1,1,4,Normal_sale,1,1959,Commercial,NoSeWa,No Access,RL,18080410,Anna_Nagar,53
1534,2014,7,1,1,4,Abnormal,0,1994,Commercial,NoSeWa,Paved,RL,17311570,Anna_Nagar,20
1117,2009,152,1,1,3,Family,0,1999,Others,AllPub,Paved,RH,8282640,Chrompet,10
953,2012,18,1,1,3,Partial,1,1981,House,NoSeWa,No Access,RL,8050150,Chrompet,31
820,2010,63,1,1,2,Family,1,2001,House,ELO,No Access,I,5435750,Karapakkam,9
1895,2009,194,2,1,5,Family,1,1986,House,NoSeWa,Gravel,RL,13770420,Anna_Nagar,23
1717,2009,199,1,1,4,Family,1,1989,Commercial,NoSeWa,Paved,RM,20330350,Anna_Nagar,20
790,2011,166,1,1,2,Adjland,1,1966,Others,NoSeWa,Gravel,RH,8664000,Chrompet,45
1885,2008,156,3,2,5,Adjland,1,1975,Commercial,NoSeWa,Paved,RL,16410600,Velachery,33
1624,2011,3,2,2,4,Normal_sale,0,1995,House,NoSeWa,No Access,A,5383250,Karapakkam,16
961,2008,15,1,1,3,Adjland,0,1996,House,NoSeWa,Gravel,RL,8720250,Chrompet,12
753,2010,150,1,1,2,Family,0,1995,Commercial,ELO,Gravel,RH,9264900,Chrompet,15
755,2009,76,1,1,2,Adjland,0,1982,Commercial,NoSeWa,Paved,I,6789000,Karapakkam,27
1026,2013,29,1,1,3,Adjland,1,1996,Commercial,AllPub,Paved,RH,12798800,Chrompet,17
728,2011,97,1,1,2,Adjland,0,1993,House,NoSeWa,No Access,A,2939750,Karapakkam,18
1807,2014,70,2,1,5,Adjland,0,2002,Others,ELO,No Access,RL,13003580,Anna_Nagar,12
1191,2007,152,1,1,3,Partial,0,1989,Others,NoSeWa,Paved,C,7741945,Adayar,18
1984,2010,156,2,1,5,Adjland,1,1980,Others,AllPub,Gravel,RL,16766120,T_Nagar,30
888,2012,9,1,1,2,Normal_sale,1,1993,House,NoSeWa,Gravel,I,6422750,Karapakkam,19
1904,2010,89,3,2,5,Adjland,0,1973,Others,ELO,Paved,RH,10058510,Velachery,37
1253,2011,200,1,1,3,Partial,0,1988,House,NoSeWa,Paved,I,6036750,Karapakkam,23
1472,2010,138,2,1,4,Abnormal,0,1988,Commercial,NoSeWa,Gravel,RL,13185700,KK_Nagar,22
985,2009,2,1,1,3,Adjland,0,1996,House,AllPub,Gravel,RM,9573450,Chrompet,13
826,2014,116,1,1,3,Family,1,1995,House,AllPub,Paved,RM,9140400,Chrompet,19
987,2008,9,1,1,3,Partial,0,1995,House,NoSeWa,No Access,RL,7415850,Chrompet,13
1625,2008,100,2,1,4,Adjland,1,1996,Others,NoSeWa,Paved,RH,10232060,KK_Nagar,12
1019,2014,16,1,1,3,Normal_sale,1,1982,Others,AllPub,Gravel,RL,10315780,Chrompet,32
1234,2008,129,2,2,4,Normal_sale,0,1992,Others,AllPub,No Access,A,7415240,Adayar,16
662,2010,138,1,1,2,Adjland,1,2004,Commercial,NoSeWa,Gravel,A,8848105,Adayar,6
1555,2010,113,2,2,4,Normal_sale,0,1995,Commercial,NoSeWa,No Access,A,8745500,Karapakkam,15
1064,2009,68,1,1,3,Abnormal,1,1981,Commercial,AllPub,No Access,RM,13216400,Chrompet,28
1252,2007,15,2,2,4,Family,1,1987,House,ELO,No Access,I,8529780,Adayar,20
1917,2012,200,3,2,5,Abnormal,0,1969,House,ELO,No Access,I,8027460,Velachery,43
1080,2010,4,1,1,3,Family,0,1987,House,NoSeWa,No Access,RM,8319100,Chrompet,23
627,2009,154,1,1,2,Adjland,0,1986,Others,NoSeWa,No Access,RM,6231125,Karapakkam,23
951,2010,117,1,1,3,Partial,0,1974,Commercial,NoSeWa,Gravel,RL,11621350,Chrompet,36
1823,2012,45,2,1,5,Adjland,0,1981,Others,AllPub,Paved,RH,13450260,Anna_Nagar,31
575,2011,86,1,1,2,Family,0,1981,House,AllPub,Gravel,A,3975250,Karapakkam,30
706,2006,23,1,1,2,Abnormal,0,1977,Others,ELO,Paved,A,5054675,Adayar,29
1109,2012,7,1,1,3,Normal_sale,0,1965,House,NoSeWa,Gravel,A,5205500,Karapakkam,47
1450,2011,114,2,2,4,Normal_sale,0,1993,House,NoSeWa,Gravel,I,6890250,Karapakkam,18
1568,2010,120,1,1,4,Adjland,0,1977,Others,AllPub,Gravel,RH,12802880,T_Nagar,33
561,2010,115,1,1,2,Family,0,1973,House,AllPub,Gravel,I,4703750,Karapakkam,37
831,2010,63,1,1,2,Adjland,0,1976,House,NoSeWa,Gravel,RH,6083250,Karapakkam,34
1107,2008,36,1,1,3,Partial,0,1972,Commercial,NoSeWa,Gravel,RL,13282450,Chrompet,36
1512,2010,163,1,1,4,Partial,1,1985,Commercial,AllPub,Paved,RL,18531240,T_Nagar,25
1061,2010,141,1,1,3,Adjland,1,2000,Others,NoSeWa,Paved,RM,10485020,Chrompet,10
1851,2006,100,3,2,5,Partial,0,1963,Others,ELO,Paved,RM,11144770,Velachery,43
895,2011,44,1,1,3,Adjland,0,1990,House,ELO,Gravel,I,5437500,Karapakkam,21
1192,2009,146,1,1,3,Adjland,0,1987,Others,ELO,Paved,RM,8629750,Karapakkam,22
1896,2006,188,3,2,5,Family,0,1971,Others,AllPub,No Access,RH,9911860,Velachery,35
1296,2011,166,1,1,3,Partial,1,1995,Others,AllPub,No Access,C,6537250,Karapakkam,16
2045,2009,161,3,2,5,Family,1,1994,Commercial,NoSeWa,Paved,RL,16957260,KK_Nagar,15
722,2012,22,1,1,2,Partial,0,1976,House,NoSeWa,Paved,C,5310935,Adayar,36
637,2011,197,1,1,2,Partial,1,1967,Commercial,AllPub,Paved,RL,10576965,Adayar,44
1788,2007,113,1,1,4,Partial,1,1990,House,AllPub,Paved,RM,13581650,Anna_Nagar,17
1104,2010,124,1,1,3,Partial,1,1978,Others,AllPub,Paved,RH,9718230,Chrompet,32
1639,2010,7,2,2,4,Adjland,1,1978,Others,NoSeWa,No Access,RH,8793625,Karapakkam,32
910,2011,190,1,1,3,Adjland,0,1973,Others,AllPub,Paved,I,5602750,Karapakkam,38
1219,2009,27,1,1,3,Family,1,2006,Others,NoSeWa,No Access,C,5943875,Karapakkam,3
1033,2010,18,1,1,3,Family,1,1976,House,NoSeWa,Paved,I,8023795,Adayar,34
963,2007,170,1,1,3,Family,1,1993,House,NoSeWa,Paved,RH,7944000,Chrompet,14
1537,2005,71,2,1,4,Family,0,1955,Others,AllPub,Gravel,A,7468400,Velachery,50
1925,2008,35,2,1,5,Partial,1,1986,House,ELO,Paved,RH,12688340,T_Nagar,22
1761,2008,5,2,1,4,Abnormal,0,1989,Commercial,NoSeWa,No Access,A,11360310,Velachery,19
1109,2007,48,1,1,3,Adjland,0,1998,House,ELO,Paved,RL,8713900,Chrompet,9
818,2013,66,1,1,3,Adjland,1,2002,Commercial,AllPub,Paved,RH,11752250,Chrompet,11
1600,2014,153,1,1,4,Partial,0,1987,House,ELO,Gravel,RM,12213120,T_Nagar,27
1288,2009,78,2,1,4,Family,0,1978,House,NoSeWa,No Access,RM,8935000,Chrompet,31
798,2013,172,1,1,2,Partial,0,1975,House,AllPub,No Access,RL,6486150,Chrompet,38
1086,2012,124,1,1,3,Adjland,1,2007,Commercial,ELO,Paved,RL,14021800,Chrompet,5
1952,2011,0,3,2,5,Adjland,0,1989,House,NoSeWa,Paved,RH,9671160,KK_Nagar,22
1052,2011,113,1,1,3,Partial,0,2001,Others,NoSeWa,Paved,RH,7871490,Chrompet,10
1786,2012,22,2,1,4,Partial,0,1987,Commercial,NoSeWa,Paved,RH,14205080,Velachery,25
1652,2009,107,2,2,4,Adjland,0,1989,Others,NoSeWa,Paved,A,7014500,Karapakkam,20
1607,2011,105,2,2,4,Partial,1,1986,House,NoSeWa,Paved,A,6227250,Karapakkam,25
1229,2008,20,2,1,4,Abnormal,0,1980,House,AllPub,No Access,RH,7946950,Chrompet,28
1902,2011,130,2,1,5,Abnormal,0,1993,Commercial,AllPub,Paved,RH,20181980,T_Nagar,18
1677,2010,22,2,1,4,Normal_sale,0,1993,Commercial,AllPub,Gravel,A,12695370,Velachery,17
655,2008,25,1,1,2,Family,0,1984,Commercial,ELO,No Access,RH,7924640,Adayar,24
1882,2011,179,3,2,5,Partial,0,1996,Commercial,ELO,Paved,A,12402070,Velachery,15
963,2015,97,1,1,3,Partial,1,1980,House,NoSeWa,No Access,RL,8260400,Chrompet,35
1055,2007,7,1,1,3,Normal_sale,1,1980,Commercial,NoSeWa,No Access,RH,12069000,Chrompet,27
1265,2009,81,1,1,3,Family,1,2005,Commercial,ELO,Paved,I,10027000,Karapakkam,4
1670,2006,52,2,1,4,Abnormal,1,2004,House,ELO,Paved,A,8153390,Velachery,2
1338,2009,116,2,1,4,Normal_sale,0,1995,Commercial,AllPub,Gravel,RL,12846980,KK_Nagar,14
1319,2010,129,1,1,3,Abnormal,0,1968,Others,NoSeWa,Paved,RH,7826780,KK_Nagar,42
1710,2011,130,2,1,4,Family,1,1999,House,NoSeWa,Paved,RM,10978140,KK_Nagar,12
1058,2011,39,1,1,3,Normal_sale,1,1980,Others,NoSeWa,No Access,RM,8388500,Karapakkam,31
1251,2011,133,2,1,4,Abnormal,0,1991,Commercial,AllPub,Gravel,RL,14239850,Chrompet,20
1710,2013,32,1,1,4,Partial,0,1997,Commercial,NoSeWa,Gravel,RH,18299980,Anna_Nagar,16
617,2011,89,1,1,2,Partial,0,1969,Others,NoSeWa,Paved,C,4917940,Adayar,42
1027,2014,47,1,1,3,Family,0,1983,House,ELO,No Access,RM,7671200,Chrompet,31
1223,2008,99,2,2,4,Partial,0,1970,Others,AllPub,No Access,A,6897450,Adayar,38
1422,2011,113,2,1,4,Family,1,1986,Commercial,NoSeWa,Paved,RM,13940580,KK_Nagar,25
1081,2008,93,1,1,3,Abnormal,1,1998,Commercial,AllPub,No Access,RH,12370100,Chrompet,10
1603,2004,138,2,1,4,Abnormal,1,1973,Commercial,NoSeWa,Gravel,I,14102650,Velachery,31
1762,2006,3,1,1,4,Adjland,1,2005,Others,NoSeWa,Paved,RL,14682580,Anna_Nagar,1
1953,2008,30,3,2,5,Abnormal,1,1982,House,NoSeWa,Paved,RH,10288980,KK_Nagar,26
849,2009,173,1,1,2,Partial,1,2000,Commercial,NoSeWa,Paved,A,6312750,Karapakkam,9
522,2009,95,1,1,2,Abnormal,0,1985,House,AllPub,Gravel,C,4362750,Karapakkam,24
1610,2011,195,2,2,4,Partial,0,1981,Commercial,NoSeWa,Gravel,RL,12520250,Karapakkam,30
1945,2010,72,3,2,5,Abnormal,1,1999,House,NoSeWa,Gravel,RH,10834460,KK_Nagar,11
884,2009,161,1,1,3,Normal_sale,1,1997,Others,NoSeWa,No Access,RM,9426345,Adayar,12
740,2009,150,1,1,2,Abnormal,0,1993,House,AllPub,Paved,RH,5283000,Karapakkam,16
1158,2011,188,1,1,3,Family,1,1993,Others,NoSeWa,Gravel,RH,10416480,Adayar,18
829,2011,18,1,1,3,Normal_sale,1,2002,House,NoSeWa,Gravel,RM,9179950,Chrompet,9
1650,2010,22,1,1,4,Abnormal,0,1970,Commercial,NoSeWa,No Access,RH,17115030,Anna_Nagar,40
1663,2009,64,1,1,4,Partial,0,1989,Others,NoSeWa,Gravel,RL,12869560,Anna_Nagar,20
1630,2008,78,2,1,4,Partial,0,1967,House,AllPub,Gravel,A,7279480,Velachery,41
1016,2010,69,1,1,3,Abnormal,0,1969,House,NoSeWa,Gravel,A,4473750,Karapakkam,41
1823,2007,0,2,1,5,Partial,1,1983,Commercial,ELO,No Access,RM,20527770,T_Nagar,24
1478,2009,71,2,2,4,Normal_sale,0,1987,House,ELO,No Access,A,4458750,Karapakkam,22
875,2007,176,1,1,3,Partial,1,1973,House,ELO,Gravel,RL,8537500,Chrompet,34
1970,2008,180,2,1,5,Partial,1,1983,House,ELO,Paved,RL,13703500,Anna_Nagar,25
1645,2006,35,2,1,4,Partial,1,2010,Commercial,NoSeWa,No Access,RH,13920600,Velachery,-4
1856,2013,76,2,1,5,Normal_sale,0,1949,Commercial,NoSeWa,Paved,RH,19550620,T_Nagar,64
2439,2011,162,4,2,6,Partial,0,1979,House,NoSeWa,Gravel,RH,11119720,KK_Nagar,32
1693,2010,119,2,1,4,Abnormal,0,1997,Others,AllPub,Gravel,RM,11431660,KK_Nagar,13
1737,2009,174,1,1,4,Adjland,0,1993,Others,NoSeWa,Paved,RH,12793250,Anna_Nagar,16
1111,2012,91,1,1,3,Partial,1,1979,House,AllPub,Gravel,RM,8631250,Karapakkam,33
2485,2011,50,4,2,6,Normal_sale,0,1978,Commercial,AllPub,Paved,RL,18984160,KK_Nagar,33
1568,2004,110,2,1,4,Adjland,1,2002,Others,NoSeWa,Gravel,RM,12415670,Velachery,2
958,2010,51,1,1,3,Abnormal,0,1995,Commercial,AllPub,No Access,RH,10720550,Chrompet,15
1706,2012,67,2,1,4,Abnormal,1,1982,Commercial,NoSeWa,Paved,RH,14400140,KK_Nagar,30
1531,2014,35,1,1,4,Abnormal,0,1977,Commercial,NoSeWa,Paved,RL,17480550,Anna_Nagar,37
1997,2008,58,3,2,5,Adjland,1,2003,Commercial,NoSeWa,Paved,RH,16469500,KK_Nagar,5
1046,2010,138,1,1,3,Normal_sale,0,1997,Commercial,NoSeWa,No Access,I,10760220,Adayar,13
1465,2008,11,2,1,4,Adjland,0,2000,House,NoSeWa,Gravel,RM,10148180,KK_Nagar,8
1399,2010,184,2,1,4,Partial,1,1997,Others,NoSeWa,Gravel,RM,10695340,KK_Nagar,13
709,2007,156,1,1,2,Family,0,1985,House,NoSeWa,No Access,RL,6435300,Chrompet,22
1550,2008,39,1,1,4,Normal_sale,0,1989,House,ELO,Paved,RL,11109230,T_Nagar,19
1882,2010,99,3,2,5,Partial,1,1962,Commercial,NoSeWa,Paved,A,14239220,Velachery,48
1538,2007,62,1,1,4,Partial,1,1988,House,NoSeWa,Gravel,RH,11312920,Anna_Nagar,19
1881,2009,169,3,2,5,Family,0,1985,Commercial,NoSeWa,Paved,RH,14495770,Velachery,24
1912,2008,53,2,1,5,Normal_sale,0,1994,House,NoSeWa,Paved,RH,12364840,Anna_Nagar,14
1502,2011,114,2,2,4,Normal_sale,1,1999,House,ELO,Gravel,RL,9328250,Karapakkam,12
854,2011,118,1,1,2,Partial,0,2004,House,AllPub,Gravel,RM,7581750,Karapakkam,7
2388,2011,147,4,2,6,Family,1,1987,House,AllPub,Paved,RH,12014520,KK_Nagar,24
1381,2010,138,2,2,4,Adjland,0,1999,House,NoSeWa,Gravel,RH,8286250,Karapakkam,11
1684,2009,71,2,1,4,Abnormal,1,1972,Commercial,AllPub,Paved,RL,14994840,KK_Nagar,37
965,2012,92,1,1,3,Normal_sale,0,2006,Others,NoSeWa,Gravel,RM,9625300,Chrompet,6
1899,2006,91,3,2,5,Normal_sale,0,1965,House,NoSeWa,Paved,C,8433410,Velachery,41
976,2010,90,1,1,3,Abnormal,1,1980,House,NoSeWa,Paved,RH,6895500,Karapakkam,30
1628,2007,133,1,1,4,Adjland,0,1991,House,AllPub,Gravel,RL,12651550,Anna_Nagar,16
1734,2014,86,1,1,4,Abnormal,0,1980,House,ELO,No Access,RH,10497580,Anna_Nagar,34
662,2011,140,1,1,2,Family,0,2001,Commercial,AllPub,No Access,I,5073500,Karapakkam,10
1462,2010,182,2,2,4,Partial,0,1973,House,ELO,No Access,A,4361500,Karapakkam,37
1662,2014,18,1,1,4,Normal_sale,1,1988,Commercial,ELO,No Access,RL,19074830,Anna_Nagar,26
1865,2009,103,3,2,5,Family,0,1999,House,AllPub,Gravel,RH,9859360,KK_Nagar,10
1042,2010,47,1,1,3,Normal_sale,1,2005,Others,ELO,Paved,A,5265250,Karapakkam,5
828,2011,116,1,1,3,Adjland,0,1961,Others,NoSeWa,No Access,RL,7553060,Chrompet,50
850,2014,122,1,1,3,Normal_sale,0,1979,House,NoSeWa,Paved,RH,7123750,Chrompet,35
1562,2010,8,2,2,4,Family,1,1973,Commercial,NoSeWa,No Access,RH,11359000,Karapakkam,37
1425,2011,182,2,1,4,Abnormal,1,1998,House,AllPub,Gravel,RH,9762100,KK_Nagar,13
1558,2013,168,1,1,4,Normal_sale,0,1977,House,NoSeWa,Paved,RH,10841760,Anna_Nagar,36
1702,2005,104,2,1,4,Partial,1,1970,House,NoSeWa,No Access,RM,10140700,Velachery,35
1781,2014,187,1,1,4,Family,0,1972,Commercial,NoSeWa,No Access,RH,17959010,T_Nagar,42
1906,2011,81,3,2,5,Family,1,1967,Commercial,NoSeWa,Paved,RH,16602700,Velachery,44
1782,2014,48,1,1,4,Abnormal,1,1992,Others,NoSeWa,Paved,RM,14980260,Anna_Nagar,22
1512,2008,55,1,1,4,Normal_sale,1,1969,Others,ELO,Paved,RM,13737610,T_Nagar,39
1956,2009,29,3,2,5,Normal_sale,1,1973,House,NoSeWa,Paved,RL,11373920,KK_Nagar,36
779,2009,119,1,1,2,Family,1,1980,Others,NoSeWa,Paved,RH,7574830,Chrompet,29
1724,2007,136,1,1,4,Abnormal,0,2004,Others,ELO,Paved,RH,12337540,Anna_Nagar,3
1692,2012,24,1,1,4,Family,1,1983,Others,NoSeWa,Paved,RL,13669910,T_Nagar,29
657,2011,63,1,1,2,Family,0,1995,Others,ELO,No Access,I,3643875,Karapakkam,16
942,2011,191,1,1,3,Adjland,0,1988,House,NoSeWa,No Access,RL,7766550,Chrompet,23
1535,2005,93,2,1,4,Partial,1,1975,Commercial,NoSeWa,Gravel,RL,14211850,Velachery,30
966,2013,18,1,1,3,Abnormal,1,1974,Commercial,NoSeWa,Paved,RM,13231850,Chrompet,39
1294,2010,81,1,1,3,Adjland,1,1982,Others,NoSeWa,No Access,RM,9160750,Karapakkam,28
2042,2010,3,3,2,5,Abnormal,1,2002,Others,NoSeWa,Paved,RH,11848520,KK_Nagar,8
1110,2011,53,1,1,3,Normal_sale,1,1983,Others,NoSeWa,Gravel,A,8561060,Adayar,28
819,2008,77,1,1,3,Adjland,1,1986,House,NoSeWa,Paved,RH,8131900,Chrompet,22
1132,2013,10,1,1,3,Normal_sale,0,1986,Commercial,NoSeWa,Paved,RM,13709700,Chrompet,27
900,2007,20,1,1,3,Adjland,1,1987,Others,NoSeWa,Gravel,RL,10128440,Adayar,20
2486,2008,68,4,2,6,Abnormal,1,1993,Commercial,NoSeWa,Gravel,RH,19615980,KK_Nagar,15
1252,2007,54,2,1,4,Normal_sale,1,1961,Commercial,NoSeWa,Paved,RL,14902450,Chrompet,46
1234,2012,6,2,1,4,Partial,0,1998,Commercial,NoSeWa,Paved,RM,13822150,Chrompet,14
2306,2011,49,4,2,6,Family,1,1977,House,NoSeWa,Paved,RH,11319280,KK_Nagar,34
814,2010,126,1,1,3,Abnormal,0,1978,Others,NoSeWa,Gravel,RM,8890930,Chrompet,32
878,2013,48,1,1,3,Partial,0,1981,Others,AllPub,Gravel,RM,9209360,Chrompet,32
1053,2010,176,1,1,3,Family,0,1979,Commercial,NoSeWa,Gravel,RM,13217400,Chrompet,31
1809,2006,192,2,1,5,Family,0,1977,Commercial,NoSeWa,Paved,RL,20034510,T_Nagar,29
1871,2015,25,2,1,5,Normal_sale,0,1975,Others,AllPub,Gravel,RM,14904220,Anna_Nagar,40
